Player,Season,TPM,TPA,TPP
Vinny Del Negro,1998,17,39,0.4358974358974359
Vitaly Potapenko,1998,0,1,0
Vlade Divac,1998,3,14,0.21428571428571427
Voshon Lenard,1998,153,378,0.40476190476190477
Walt Williams,1998,80,219,0.365296803652968
Walter McCarty,1998,54,175,0.30857142857142855
Wesley Person,1998,192,447,0.42953020134228187
Will Perdue,1998,0,1,0
William Cunningham,1998,0,0,NA
Willie Burton,1998,3,9,0.3333333333333333
Xavier McDaniel,1998,0,0,NA
Yinka Dare,1998,0,0,NA
Zan Tabak,1998,0,1,0
Zydrunas Ilgauskas,1998,1,4,0.25
A.C. Green,1999,0,8,0
Aaron McKie,1999,6,31,0.1935483870967742
Aaron Williams,1999,0,1,0
Adam Keefe,1999,0,4,0
Adonal Foyle,1999,0,0,NA
Adonis Jordan,1999,0,2,0
Al Harrington,1999,0,5,0
Alan Henderson,1999,0,1,0
Allan Houston,1999,57,140,0.40714285714285714
Allen Iverson*,1999,58,199,0.2914572864321608
Alonzo Mourning*,1999,0,2,0
Alvin Sims,1999,1,1,1
Alvin Williams,1999,14,42,0.3333333333333333
Andrae Patterson,1999,0,5,0
Andrew DeClercq,1999,0,0,NA
Andrew Gaze,1999,5,16,0.3125
Andrew Lang,1999,0,0,NA
Anfernee Hardaway,1999,40,140,0.2857142857142857
Antawn Jamison,1999,3,10,0.3
Anthony Avent,1999,0,0,NA
Anthony Johnson,1999,5,19,0.2631578947368421
Anthony Miller,1999,0,1,0
Anthony Parker,1999,0,0,NA
Anthony Peeler,1999,34,114,0.2982456140350877
Antoine Carr,1999,0,1,0
Antoine Walker,1999,65,176,0.3693181818181818
Antonio Daniels,1999,5,17,0.29411764705882354
Antonio Davis,1999,0,0,NA
Antonio Lang,1999,0,0,NA
Antonio McDyess,1999,1,9,0.1111111111111111
Armen Gilliam,1999,0,1,0
Arvydas Sabonis*,1999,7,24,0.2916666666666667
Austin Croshere,1999,8,29,0.27586206896551724
Avery Johnson,1999,1,12,0.08333333333333333
B.J. Armstrong,1999,7,15,0.4666666666666667
Ben Davis,1999,0,0,NA
Ben Wallace,1999,0,0,NA
Benoit Benjamin,1999,0,0,NA
Bill Curley,1999,1,5,0.2
Bill Wennington,1999,1,1,1
Billy Owens,1999,5,11,0.45454545454545453
Bimbo Coles,1999,6,25,0.24
Bison Dele,1999,0,1,0
Blue Edwards,1999,4,10,0.4
Bo Outlaw,1999,0,3,0
Bob Sura,1999,9,45,0.2
Bobby Jackson,1999,10,27,0.37037037037037035
Bobby Phills,1999,68,172,0.3953488372093023
Bonzi Wells,1999,1,3,0.3333333333333333
Brad Miller,1999,1,2,0.5
Brandon Williams,1999,0,0,NA
Brent Barry,1999,52,172,0.3023255813953488
Brent Price,1999,46,112,0.4107142857142857
Brevin Knight,1999,0,5,0
Brian Evans,1999,4,13,0.3076923076923077
Brian Grant,1999,0,0,NA
Brian Shaw,1999,0,0,NA
Brian Skinner,1999,0,0,NA
Bruce Bowen,1999,7,26,0.2692307692307692
Bruno Sundov,1999,0,0,NA
Bryant Reeves,1999,0,1,0
Bryant Stith,1999,31,106,0.29245283018867924
Bryce Drew,1999,16,49,0.32653061224489793
Bryon Russell,1999,52,147,0.35374149659863946
Calbert Cheaney,1999,8,37,0.21621621621621623
Carl Herrera,1999,0,1,0
Carlos Rogers,1999,0,0,NA
Casey Shaw,1999,0,0,NA
Cedric Ceballos,1999,11,28,0.39285714285714285
Cedric Henderson,1999,2,12,0.16666666666666666
Charles Barkley*,1999,4,25,0.16
Charles Jones,1999,19,61,0.3114754098360656
Charles O'Bannon,1999,0,1,0
Charles Oakley,1999,1,5,0.2
Charles Shackleford,1999,0,0,NA
Charles Smith,1999,7,33,0.21212121212121213
Charlie Ward,1999,53,149,0.35570469798657717
Chauncey Billups,1999,85,235,0.3617021276595745
Cherokee Parks,1999,0,1,0
Chris Anstey,1999,0,7,0
Chris Carr,1999,28,75,0.37333333333333335
Chris Childs,1999,36,94,0.3829787234042553
Chris Crawford,1999,11,33,0.3333333333333333
Chris Dudley,1999,0,0,NA
Chris Gatling,1999,1,8,0.125
Chris King,1999,0,0,NA
Chris Mills,1999,32,115,0.2782608695652174
Chris Morris,1999,16,56,0.2857142857142857
Chris Mullin*,1999,73,157,0.46496815286624205
Chris Webber,1999,4,34,0.11764705882352941
Chris Whitney,1999,32,95,0.3368421052631579
Christian Laettner,1999,1,3,0.3333333333333333
Chuck Person,1999,55,157,0.3503184713375796
Chucky Brown,1999,15,40,0.375
Clarence Weatherspoon,1999,0,0,NA
Clifford Robinson,1999,58,139,0.4172661870503597
Corey Beck,1999,1,1,1
Corey Benjamin,1999,3,14,0.21428571428571427
Corie Blount,1999,0,1,0
Corliss Williamson,1999,1,5,0.2
Cory Alexander,1999,30,105,0.2857142857142857
Cory Carr,1999,5,30,0.16666666666666666
Cuttino Mobley,1999,53,148,0.3581081081081081
Dale Davis,1999,0,0,NA
Dale Ellis,1999,94,217,0.43317972350230416
Damon Jones,1999,25,62,0.4032258064516129
Damon Stoudamire,1999,44,142,0.30985915492957744
Dan Majerle,1999,68,203,0.33497536945812806
Dana Barros,1999,64,160,0.4
Danny Ferry,1999,38,97,0.3917525773195876
Danny Fortson,1999,0,3,0
Danny Manning,1999,1,9,0.1111111111111111
Danny Schayes,1999,0,0,NA
Darrell Armstrong,1999,69,189,0.36507936507936506
Darrick Martin,1999,31,106,0.29245283018867924
David Robinson*,1999,0,1,0
David Vaughn,1999,0,0,NA
David Wesley,1999,61,170,0.3588235294117647
David Wingate,1999,0,0,NA
DeJuan Wheat,1999,22,60,0.36666666666666664
Dean Garrett,1999,0,0,NA
Dee Brown,1999,135,349,0.3868194842406877
Dell Curry,1999,69,145,0.47586206896551725
Dennis Rodman*,1999,0,2,0
Dennis Scott,1999,37,97,0.38144329896907214
Derek Anderson,1999,21,69,0.30434782608695654
Derek Fisher,1999,38,97,0.3917525773195876
Derek Harper,1999,43,117,0.36752136752136755
Derek Strong,1999,0,2,0
Derrick Coleman,1999,7,33,0.21212121212121213
Derrick McKey,1999,0,1,0
Detlef Schrempf,1999,34,86,0.3953488372093023
Dickey Simpkins,1999,0,1,0
Dikembe Mutombo*,1999,0,0,NA
Dirk Nowitzki,1999,14,68,0.20588235294117646
Dominique Wilkins*,1999,5,19,0.2631578947368421
Don MacLean,1999,9,33,0.2727272727272727
Don Reid,1999,0,0,NA
Donyell Marshall,1999,26,72,0.3611111111111111
Doug Christie,1999,49,161,0.30434782608695654
Doug Overton,1999,2,7,0.2857142857142857
Doug West,1999,0,2,0
Drew Barry,1999,8,24,0.3333333333333333
Duane Causwell,1999,0,0,NA
Duane Ferrell,1999,0,0,NA
Dwayne Schintzius,1999,0,0,NA
Earl Boykins,1999,3,18,0.16666666666666666
Ed Gray,1999,12,42,0.2857142857142857
Eddie Johnson,1999,0,1,0
Eddie Jones,1999,48,142,0.3380281690140845
Elden Campbell,1999,0,1,0
Eldridge Recasner,1999,24,60,0.4
Elliot Perry,1999,10,24,0.4166666666666667
Eric Montross,1999,0,1,0
Eric Murdock,1999,8,22,0.36363636363636365
Eric Piatkowski,1999,65,165,0.3939393939393939
Eric Riley,1999,0,0,NA
Eric Snow,1999,5,21,0.23809523809523808
Eric Washington,1999,37,97,0.38144329896907214
Eric Williams,1999,6,26,0.23076923076923078
Erick Dampier,1999,0,0,NA
Erick Strickland,1999,18,59,0.3050847457627119
Ervin Johnson,1999,0,0,NA
Etdrick Bohannon,1999,0,0,NA
Felipe Lopez,1999,12,44,0.2727272727272727
Felton Spencer,1999,0,0,NA
Fred Hoiberg,1999,1,9,0.1111111111111111
Gary Grant,1999,0,0,NA
Gary Payton*,1999,83,281,0.29537366548042704
Gary Trent,1999,0,5,0
George Lynch,1999,9,23,0.391304347826087
George McCloud,1999,69,166,0.41566265060240964
Gerald Brown,1999,3,10,0.3
Gerald Wilkins,1999,0,0,NA
Gerard King,1999,0,0,NA
Gheorghe Muresan,1999,0,0,NA
Glen Rice,1999,53,135,0.3925925925925926
Glenn Robinson,1999,31,79,0.3924050632911392
Grant Hill,1999,0,14,0
Grant Long,1999,3,18,0.16666666666666666
Greg Anthony,1999,49,125,0.392
Greg Foster,1999,1,4,0.25
Greg Minor,1999,8,28,0.2857142857142857
Greg Ostertag,1999,0,0,NA
Hakeem Olajuwon*,1999,4,13,0.3076923076923077
Harvey Grant,1999,1,6,0.16666666666666666
Haywoode Workman,1999,17,47,0.3617021276595745
Herb Williams,1999,0,0,NA
Hersey Hawkins,1999,55,180,0.3055555555555556
Horace Grant,1999,0,2,0
Hot Rod Williams,1999,0,0,NA
Howard Eisley,1999,21,50,0.42
Hubert Davis,1999,65,144,0.4513888888888889
Isaac Austin,1999,2,7,0.2857142857142857
Isaiah Rider,1999,42,111,0.3783783783783784
J.R. Henderson,1999,2,5,0.4
J.R. Reid,1999,0,1,0
Jacque Vaughn,1999,2,8,0.25
Jahidi White,1999,0,0,NA
Jalen Rose,1999,17,65,0.26153846153846155
Jamal Mashburn,1999,13,30,0.43333333333333335
James Cotton,1999,0,3,0
James Robinson,1999,21,74,0.28378378378378377
Jamie Feick,1999,0,0,NA
Jamie Watson,1999,0,0,NA
Jaren Jackson,1999,53,147,0.36054421768707484
Jason Caffey,1999,0,1,0
Jason Kidd,1999,45,123,0.36585365853658536
Jason Sasser,1999,0,0,NA
Jason Williams,1999,100,323,0.30959752321981426
Jayson Williams,1999,0,2,0
Jeff Hornacek,1999,34,81,0.41975308641975306
Jeff McInnis,1999,9,35,0.2571428571428571
Jeffrey Sheppard,1999,2,7,0.2857142857142857
Jelani McCoy,1999,0,0,NA
Jerald Honeycutt,1999,5,17,0.29411764705882354
Jermaine O'Neal,1999,0,1,0
Jerome James,1999,0,0,NA
Jerome Kersey,1999,3,14,0.21428571428571427
Jerome Williams,1999,0,0,NA
Jerry Stackhouse,1999,35,126,0.2777777777777778
Jim Jackson,1999,25,90,0.2777777777777778
Jim McIlvaine,1999,0,0,NA
Jimmy Oliver,1999,1,1,1
Joe Dumars*,1999,89,221,0.40271493212669685
Joe Kleine,1999,0,2,0
Joe Smith,1999,0,3,0
Joe Wolf,1999,0,0,NA
John Coker,1999,0,0,NA
John Crotty,1999,14,36,0.3888888888888889
John Starks,1999,78,269,0.2899628252788104
John Stockton*,1999,16,50,0.32
John Thomas,1999,0,1,0
John Wallace,1999,0,0,NA
Johnny Newman,1999,23,61,0.3770491803278688
Johnny Taylor,1999,26,68,0.38235294117647056
Jon Barry,1999,24,79,0.3037974683544304
Jonathan Kerner,1999,0,0,NA
Jud Buechler,1999,61,148,0.41216216216216217
Juwan Howard,1999,0,3,0
Karl Malone*,1999,0,1,0
Keith Askins,1999,8,29,0.27586206896551724
Keith Booth,1999,1,10,0.1
Keith Closs,1999,0,1,0
Keith Van Horn,1999,16,53,0.3018867924528302
Kelly McCarty,1999,0,0,NA
Kelvin Cato,1999,1,1,1
Kendall Gill,1999,2,17,0.11764705882352941
Kenny Anderson,1999,6,24,0.25
Keon Clark,1999,0,1,0
Kerry Kittles,1999,50,158,0.31645569620253167
Kevin Garnett,1999,4,14,0.2857142857142857
Kevin Ollie,1999,0,0,NA
Kevin Willis,1999,0,2,0
Khalid Reeves,1999,1,3,0.3333333333333333
Kobe Bryant,1999,27,101,0.26732673267326734
Korleone Young,1999,1,4,0.25
Kornel David,1999,0,1,0
Kurt Thomas,1999,0,1,0
LaMark Baker,1999,0,0,NA
LaPhonso Ellis,1999,1,5,0.2
Lamond Murray,1999,34,103,0.3300970873786408
Larry Hughes,1999,8,52,0.15384615384615385
Larry Johnson,1999,33,92,0.358695652173913
Latrell Sprewell,1999,21,77,0.2727272727272727
Lawrence Funderburke,1999,1,5,0.2
Lee Mayberry,1999,2,10,0.2
Lindsey Hunter,1999,59,153,0.38562091503267976
Litterial Green,1999,0,0,NA
Loren Meyer,1999,1,5,0.2
Lorenzen Wright,1999,0,1,0
Loy Vaught,1999,0,1,0
Luc Longley,1999,0,0,NA
Lucious Harris,1999,11,50,0.22
Makhtar N'Diaye,1999,0,0,NA
Malik Rose,1999,0,1,0
Malik Sealy,1999,6,23,0.2608695652173913
Marcus Camby,1999,0,0,NA
Mario Bennett,1999,0,0,NA
Mario Elie,1999,40,107,0.37383177570093457
Mark Bryant,1999,0,1,0
Mark Davis,1999,0,0,NA
Mark Hendrickson,1999,0,1,0
Mark Jackson,1999,32,103,0.3106796116504854
Mark Macon,1999,1,3,0.3333333333333333
Mark Pope,1999,0,4,0
Mark Strickland,1999,0,1,0
Mark West,1999,0,0,NA
Marko Milic,1999,0,1,0
Marlon Garnett,1999,6,23,0.2608695652173913
Marty Conlon,1999,0,0,NA
Matt Bullard,1999,24,62,0.3870967741935484
Matt Geiger,1999,1,5,0.2
Matt Harpring,1999,10,25,0.4
Matt Maloney,1999,1,15,0.06666666666666667
Maurice Taylor,1999,1,6,0.16666666666666666
Michael Curry,1999,1,15,0.06666666666666667
Michael Dickerson,1999,71,164,0.4329268292682927
Michael Doleac,1999,0,0,NA
Michael Finley,1999,45,136,0.33088235294117646
Michael Hawkins,1999,5,19,0.2631578947368421
Michael Olowokandi,1999,0,0,NA
Michael Smith,1999,0,1,0
Michael Stewart,1999,0,0,NA
Micheal Williams,1999,0,0,NA
Mike Bibby,1999,15,74,0.20270270270270271
Mikki Moore,1999,0,0,NA
Miles Simon,1999,0,2,0
Mitch Richmond*,1999,70,221,0.3167420814479638
Mitchell Butler,1999,11,29,0.3793103448275862
Monty Williams,1999,0,0,NA
Moochie Norris,1999,6,15,0.4
Mookie Blaylock,1999,77,251,0.30677290836653387
Muggsy Bogues,1999,0,6,0
Nazr Mohammed,1999,0,0,NA
Negele Knight,1999,0,1,0
Nick Anderson,1999,96,277,0.34657039711191334
Nick Van Exel,1999,72,234,0.3076923076923077
Olden Polynice,1999,1,1,1
Oliver Miller,1999,0,0,NA
Othella Harrington,1999,0,0,NA
Otis Thorpe,1999,0,2,0
P.J. Brown,1999,0,0,NA
Pat Garrity,1999,7,18,0.3888888888888889
Patrick Ewing*,1999,0,2,0
Paul Grant,1999,0,0,NA
Paul Pierce,1999,84,204,0.4117647058823529
Peja Stojakovic,1999,57,178,0.3202247191011236
Pete Chilcutt,1999,26,68,0.38235294117647056
Peter Aluma,1999,0,0,NA
Pooh Richardson,1999,0,6,0
Popeye Jones,1999,0,1,0
Raef LaFrentz,1999,12,31,0.3870967741935484
Randell Jackson,1999,1,7,0.14285714285714285
Randy Brown,1999,0,10,0
Randy Livingston,1999,0,0,NA
Rashard Lewis,1999,1,6,0.16666666666666666
Rasheed Wallace,1999,13,31,0.41935483870967744
Rasho Nesterovic,1999,0,0,NA
Ray Allen,1999,74,208,0.3557692307692308
Reggie Jordan,1999,0,0,NA
Reggie Miller*,1999,106,275,0.38545454545454544
Reggie Slater,1999,0,0,NA
Rex Chapman,1999,53,151,0.3509933774834437
Rex Walters,1999,12,38,0.3157894736842105
Rick Brunson,1999,0,5,0
Rick Fox,1999,32,95,0.3368421052631579
Rick Mahorn,1999,0,0,NA
Ricky Davis,1999,2,12,0.16666666666666666
Rik Smits,1999,0,2,0
Robert Horry,1999,20,45,0.4444444444444444
Robert Pack,1999,0,4,0
Robert Traylor,1999,0,1,0
Rod Strickland,1999,12,42,0.2857142857142857
Rodney Rogers,1999,18,63,0.2857142857142857
Rodrick Rhodes,1999,1,7,0.14285714285714285
Ron Harper,1999,27,85,0.3176470588235294
Ron Mercer,1999,5,30,0.16666666666666666
Rony Seikaly,1999,0,0,NA
Roshown McLeod,1999,1,10,0.1
Ruben Patterson,1999,1,6,0.16666666666666666
Rusty LaRue,1999,30,89,0.33707865168539325
Ryan Stack,1999,0,0,NA
Sam Cassell,1999,2,10,0.2
Sam Jacobson,1999,0,1,0
Sam Mack,1999,87,219,0.3972602739726027
Sam Mitchell,1999,9,38,0.23684210526315788
Sam Perkins,1999,35,90,0.3888888888888889
Samaki Walker,1999,0,1,0
Scot Pollard,1999,0,0,NA
Scott Burrell,1999,28,72,0.3888888888888889
Scott Williams,1999,0,0,NA
Scottie Pippen*,1999,72,212,0.33962264150943394
Sean Elliott,1999,39,119,0.3277310924369748
Sean Marks,1999,0,0,NA
Sean Rooks,1999,0,2,0
Shammond Williams,1999,0,0,NA
Shandon Anderson,1999,14,41,0.34146341463414637
Shaquille O'Neal*,1999,0,1,0
Shareef Abdur-Rahim,1999,11,36,0.3055555555555556
Shawn Bradley,1999,0,4,0
Shawn Kemp,1999,1,2,0.5
Shawn Respert,1999,4,13,0.3076923076923077
Sherman Douglas,1999,0,11,0
Stacey Augmon,1999,0,2,0
Stanley Roberts,1999,0,0,NA
Stephon Marbury,1999,66,197,0.3350253807106599
Steve Henson,1999,0,0,NA
Steve Kerr,1999,25,80,0.3125
Steve Nash,1999,49,131,0.37404580152671757
